event_id,customer_id,event_timestamp,event_type,product_area,active_users
EVT-0002-0005,CUST-0002,2026-05-04 17:18:54.861077,login,Data Engineering,386
EVT-0002-0006,CUST-0002,2026-04-17 20:25:30.685314,data_ingestion,AI Workloads,200
EVT-0002-0007,CUST-0002,2026-04-28 18:15:21.870226,pipeline_execution,AI Workloads,147
EVT-0002-0008,CUST-0002,2026-04-03 00:34:57.656683,pipeline_execution,AI Workloads,249
EVT-0002-0009,CUST-0002,2026-02-18 17:08:40.654374,login,Analytics,217
EVT-0002-0010,CUST-0002,2026-05-07 15:12:37.928517,dashboard_query,Data Engineering,398
EVT-0002-0011,CUST-0002,2026-05-10 16:32:36.400501,pipeline_execution,Data Engineering,273
EVT-0002-0012,CUST-0002,2026-02-26 00:44:17.584089,dashboard_query,Machine Learning,242
EVT-0002-0013,CUST-0002,2026-03-22 23:51:28.549956,dashboard_query,Data Engineering,318
EVT-0002-0014,CUST-0002,2026-04-09 17:11:13.417140,dashboard_query,Data Warehousing,270
EVT-0002-0015,CUST-0002,2026-04-07 03:22:30.987638,data_ingestion,Data Warehousing,336
EVT-0002-0016,CUST-0002,2026-05-01 14:43:49.075432,login,Data Warehousing,21
EVT-0002-0017,CUST-0002,2026-04-02 10:25:07.166187,login,Data Warehousing,301
EVT-0002-0018,CUST-0002,2026-04-08 16:05:50.476450,login,Analytics,47
EVT-0002-0019,CUST-0002,2026-04-02 20:37:26.077333,login,Data Engineering,190
EVT-0002-0020,CUST-0002,2026-03-23 18:16:19.042476,dashboard_query,Data Engineering,92
EVT-0002-0021,CUST-0002,2026-03-05 05:41:05.397987,login,Machine Learning,94
EVT-0002-0022,CUST-0002,2026-05-09 14:57:39.981544,dashboard_query,AI Workloads,264
EVT-0002-0023,CUST-0002,2026-02-16 09:42:18.199514,login,AI Workloads,379
EVT-0002-0024,CUST-0002,2026-02-14 20:49:38.871174,pipeline_execution,Analytics,309
EVT-0002-0025,CUST-0002,2026-02-22 15:59:51.184806,ai_model_run,Data Warehousing,133
EVT-0002-0026,CUST-0002,2026-02-14 02:43:11.302448,dashboard_query,Analytics,279
EVT-0002-0027,CUST-0002,2026-03-30 23:33:59.725113,ai_model_run,AI Workloads,300
EVT-0002-0028,CUST-0002,2026-03-19 18:03:17.526794,ai_model_run,Data Warehousing,411
EVT-0002-0029,CUST-0002,2026-03-06 00:52:52.089772,login,Data Warehousing,50
EVT-0002-0030,CUST-0002,2026-03-26 03:12:48.861980,ai_model_run,Analytics,332
EVT-0002-0031,CUST-0002,2026-05-01 12:32:42.916554,login,Data Warehousing,103
EVT-0003-0000,CUST-0003,2026-02-16 09:53:23.477391,dashboard_query,Analytics,333
EVT-0003-0001,CUST-0003,2026-04-12 05:45:39.362653,dashboard_query,Analytics,357
EVT-0003-0002,CUST-0003,2026-05-05 10:08:07.187941,data_ingestion,Data Warehousing,458
EVT-0003-0003,CUST-0003,2026-02-13 14:30:49.137562,dashboard_query,Analytics,466
EVT-0003-0004,CUST-0003,2026-02-22 07:25:54.183158,data_ingestion,Machine Learning,479
EVT-0003-0005,CUST-0003,2026-03-04 11:22:45.356297,data_ingestion,Data Warehousing,341
EVT-0003-0006,CUST-0003,2026-03-13 16:31:54.535296,dashboard_query,Data Warehousing,60
EVT-0003-0007,CUST-0003,2026-04-21 09:52:45.570968,dashboard_query,Machine Learning,401
EVT-0003-0008,CUST-0003,2026-03-20 17:14:06.921912,data_ingestion,Data Engineering,466
EVT-0003-0009,CUST-0003,2026-03-10 03:54:43.223332,dashboard_query,Machine Learning,214
EVT-0003-0010,CUST-0003,2026-04-25 20:20:34.531133,data_ingestion,Analytics,68
EVT-0003-0011,CUST-0003,2026-04-01 05:13:35.098503,login,Data Engineering,434
EVT-0003-0012,CUST-0003,2026-02-14 11:17:04.368523,ai_model_run,Analytics,477
EVT-0003-0013,CUST-0003,2026-03-12 03:16:47.655627,ai_model_run,Data Warehousing,407
EVT-0003-0014,CUST-0003,2026-02-19 14:51:52.272521,data_ingestion,AI Workloads,300
EVT-0003-0015,CUST-0003,2026-02-11 04:21:20.154683,pipeline_execution,Machine Learning,83
EVT-0003-0016,CUST-0003,2026-02-14 19:26:37.571155,pipeline_execution,Data Warehousing,237
EVT-0003-0017,CUST-0003,2026-04-30 07:55:06.528232,pipeline_execution,Analytics,194
EVT-0003-0018,CUST-0003,2026-04-14 21:57:45.625335,pipeline_execution,Data Warehousing,183
EVT-0003-0019,CUST-0003,2026-03-01 13:55:16.013912,pipeline_execution,Data Engineering,481
EVT-0003-0020,CUST-0003,2026-02-16 01:29:01.706897,data_ingestion,AI Workloads,81
EVT-0003-0021,CUST-0003,2026-03-30 03:11:55.438213,pipeline_execution,Data Engineering,433
EVT-0003-0022,CUST-0003,2026-05-06 14:56:20.065488,login,AI Workloads,445
EVT-0003-0023,CUST-0003,2026-03-08 13:06:05.459726,pipeline_execution,Analytics,62
EVT-0003-0024,CUST-0003,2026-04-22 03:47:00.906988,dashboard_query,Machine Learning,247
EVT-0003-0025,CUST-0003,2026-04-24 10:18:57.751791,pipeline_execution,Analytics,228
EVT-0004-0000,CUST-0004,2026-04-20 08:19:48.422038,dashboard_query,Analytics,15
EVT-0004-0001,CUST-0004,2026-04-02 01:59:23.717229,data_ingestion,Machine Learning,282
EVT-0004-0002,CUST-0004,2026-04-17 16:23:06.648113,pipeline_execution,Data Warehousing,158
EVT-0004-0003,CUST-0004,2026-02-14 12:24:57.990271,login,Analytics,418
EVT-0004-0004,CUST-0004,2026-04-25 12:33:36.103664,pipeline_execution,Machine Learning,467
EVT-0004-0005,CUST-0004,2026-02-28 05:36:50.334333,pipeline_execution,Analytics,1
EVT-0004-0006,CUST-0004,2026-03-22 04:46:03.457562,data_ingestion,Data Engineering,377
EVT-0004-0007,CUST-0004,2026-04-07 16:50:11.312967,pipeline_execution,AI Workloads,220
EVT-0004-0008,CUST-0004,2026-04-28 17:14:52.416309,login,Data Engineering,228
EVT-0004-0009,CUST-0004,2026-03-22 01:18:33.171879,login,Analytics,175
EVT-0004-0010,CUST-0004,2026-04-03 01:09:49.884286,login,Data Warehousing,443
EVT-0004-0011,CUST-0004,2026-04-02 21:19:35.368594,pipeline_execution,Analytics,196
EVT-0004-0012,CUST-0004,2026-03-29 06:31:52.466649,ai_model_run,Machine Learning,413
EVT-0004-0013,CUST-0004,2026-04-20 00:02:37.795642,login,Data Engineering,449
EVT-0004-0014,CUST-0004,2026-02-27 06:59:44.144391,ai_model_run,Analytics,82
EVT-0004-0015,CUST-0004,2026-04-20 00:01:23.599524,login,Analytics,294
EVT-0004-0016,CUST-0004,2026-03-07 15:06:44.522500,login,AI Workloads,482
EVT-0004-0017,CUST-0004,2026-04-09 17:01:26.499052,login,Machine Learning,470
EVT-0004-0018,CUST-0004,2026-03-27 23:22:24.965638,dashboard_query,Machine Learning,46
EVT-0004-0019,CUST-0004,2026-05-02 10:18:19.683098,data_ingestion,Data Warehousing,290
EVT-0004-0020,CUST-0004,2026-02-13 03:22:03.775275,ai_model_run,Data Warehousing,50
EVT-0004-0021,CUST-0004,2026-03-03 18:20:25.573874,login,Data Warehousing,180
EVT-0004-0022,CUST-0004,2026-03-23 09:02:55.115726,ai_model_run,Analytics,346
EVT-0004-0023,CUST-0004,2026-04-25 19:47:15.193678,ai_model_run,Machine Learning,187
EVT-0004-0024,CUST-0004,2026-02-25 17:53:09.235039,ai_model_run,Analytics,163
EVT-0004-0025,CUST-0004,2026-03-13 03:50:42.188332,login,Data Warehousing,60
EVT-0004-0026,CUST-0004,2026-04-23 18:21:21.499588,dashboard_query,Data Warehousing,22
EVT-0004-0027,CUST-0004,2026-03-07 08:58:16.075645,data_ingestion,Data Warehousing,219
EVT-0004-0028,CUST-0004,2026-05-01 15:05:45.981863,dashboard_query,Data Warehousing,69
EVT-0004-0029,CUST-0004,2026-04-09 20:46:51.383813,ai_model_run,Machine Learning,43
EVT-0004-0030,CUST-0004,2026-04-20 05:18:47.738252,pipeline_execution,Analytics,218
EVT-0004-0031,CUST-0004,2026-04-25 19:20:49.078313,dashboard_query,Data Engineering,11
EVT-0004-0032,CUST-0004,2026-03-28 10:27:53.130569,login,AI Workloads,403
EVT-0004-0033,CUST-0004,2026-03-21 20:08:34.009202,dashboard_query,Machine Learning,291
EVT-0004-0034,CUST-0004,2026-02-20 01:49:07.581534,pipeline_execution,Analytics,1
EVT-0004-0035,CUST-0004,2026-03-10 04:37:38.453692,dashboard_query,AI Workloads,236
EVT-0004-0036,CUST-0004,2026-04-18 14:19:57.429852,ai_model_run,Data Warehousing,357
EVT-0004-0037,CUST-0004,2026-04-14 11:53:54.379901,data_ingestion,AI Workloads,413
EVT-0004-0038,CUST-0004,2026-04-14 20:16:25.668004,login,Machine Learning,372
EVT-0004-0039,CUST-0004,2026-04-01 06:40:06.806745,data_ingestion,Data Warehousing,266
EVT-0004-0040,CUST-0004,2026-03-24 13:25:43.164712,data_ingestion,Data Warehousing,90
EVT-0004-0041,CUST-0004,2026-04-23 06:00:41.459190,data_ingestion,Data Engineering,105
EVT-0004-0042,CUST-0004,2026-03-31 07:37:54.446621,dashboard_query,Data Warehousing,35
EVT-0004-0043,CUST-0004,2026-03-08 13:06:54.591190,dashboard_query,Data Engineering,172
EVT-0004-0044,CUST-0004,2026-04-19 23:23:18.010211,data_ingestion,Data Warehousing,134
EVT-0004-0045,CUST-0004,2026-03-21 04:32:12.985964,dashboard_query,AI Workloads,102
EVT-0004-0046,CUST-0004,2026-02-23 00:06:50.774513,pipeline_execution,AI Workloads,363
EVT-0004-0047,CUST-0004,2026-04-07 12:35:05.168847,dashboard_query,AI Workloads,312
EVT-0004-0048,CUST-0004,2026-02-17 22:36:48.151348,pipeline_execution,Analytics,274
EVT-0004-0049,CUST-0004,2026-03-16 16:58:37.630751,pipeline_execution,Data Engineering,422
EVT-0004-0050,CUST-0004,2026-04-14 14:16:48.570743,dashboard_query,Data Warehousing,89
EVT-0004-0051,CUST-0004,2026-03-11 19:34:17.346274,login,Data Warehousing,303
EVT-0004-0052,CUST-0004,2026-03-25 07:48:13.329199,dashboard_query,AI Workloads,41
EVT-0004-0053,CUST-0004,2026-04-18 09:09:31.073453,dashboard_query,AI Workloads,265
EVT-0004-0054,CUST-0004,2026-04-14 15:30:11.518168,ai_model_run,Analytics,265
EVT-0004-0055,CUST-0004,2026-05-04 05:20:30.149342,login,Machine Learning,2
EVT-0004-0056,CUST-0004,2026-05-10 10:16:12.369109,data_ingestion,Analytics,199
EVT-0004-0057,CUST-0004,2026-05-03 07:21:31.327303,dashboard_query,Data Engineering,58
EVT-0004-0058,CUST-0004,2026-03-23 23:15:38.241705,pipeline_execution,AI Workloads,49
EVT-0004-0059,CUST-0004,2026-03-30 21:32:02.583116,login,AI Workloads,214
EVT-0004-0060,CUST-0004,2026-03-03 08:54:50.452756,data_ingestion,Machine Learning,400
EVT-0004-0061,CUST-0004,2026-04-23 09:02:41.599404,login,Machine Learning,432
EVT-0004-0062,CUST-0004,2026-05-04 00:26:18.553059,ai_model_run,Machine Learning,496
EVT-0004-0063,CUST-0004,2026-02-25 14:20:27.329433,ai_model_run,Data Warehousing,305
EVT-0004-0064,CUST-0004,2026-03-11 03:53:24.994513,data_ingestion,Machine Learning,490
EVT-0004-0065,CUST-0004,2026-04-01 13:20:46.830094,login,Data Engineering,176
EVT-0004-0066,CUST-0004,2026-03-19 20:45:06.320297,ai_model_run,Machine Learning,369
EVT-0004-0067,CUST-0004,2026-03-25 22:03:59.719938,ai_model_run,Analytics,104
EVT-0004-0068,CUST-0004,2026-04-03 12:51:16.676227,dashboard_query,Data Warehousing,78
EVT-0004-0069,CUST-0004,2026-03-02 16:13:16.255584,data_ingestion,Machine Learning,230
EVT-0005-0000,CUST-0005,2026-04-30 13:21:26.010947,pipeline_execution,Analytics,348
EVT-0005-0001,CUST-0005,2026-04-18 14:14:53.845695,login,Data Warehousing,474
EVT-0005-0002,CUST-0005,2026-04-09 13:03:31.645884,dashboard_query,Machine Learning,348
EVT-0005-0003,CUST-0005,2026-03-03 00:17:33.866389,pipeline_execution,Data Engineering,451
EVT-0005-0004,CUST-0005,2026-03-29 05:59:51.689079,ai_model_run,AI Workloads,234
EVT-0005-0005,CUST-0005,2026-02-26 02:32:40.508934,dashboard_query,Data Warehousing,40
EVT-0005-0006,CUST-0005,2026-02-17 00:30:26.805428,pipeline_execution,Data Warehousing,383
EVT-0005-0007,CUST-0005,2026-05-09 10:52:04.141374,pipeline_execution,Data Engineering,33
EVT-0005-0008,CUST-0005,2026-02-23 23:15:16.103318,data_ingestion,AI Workloads,161
EVT-0005-0009,CUST-0005,2026-03-24 06:16:31.348440,dashboard_query,Data Engineering,317
EVT-0005-0010,CUST-0005,2026-04-02 01:53:32.520019,dashboard_query,Data Engineering,105
EVT-0005-0011,CUST-0005,2026-02-23 02:31:39.122115,login,Data Warehousing,77
EVT-0005-0012,CUST-0005,2026-05-02 17:53:43.298234,dashboard_query,Data Warehousing,223
EVT-0005-0013,CUST-0005,2026-04-22 06:34:55.891016,data_ingestion,Data Warehousing,184
EVT-0005-0014,CUST-0005,2026-04-08 05:51:45.119728,dashboard_query,AI Workloads,21
EVT-0005-0015,CUST-0005,2026-05-11 19:39:44.219598,data_ingestion,Machine Learning,349
EVT-0005-0016,CUST-0005,2026-05-05 00:41:40.320487,ai_model_run,Machine Learning,142
EVT-0005-0017,CUST-0005,2026-02-26 22:04:59.645629,login,Machine Learning,312
EVT-0005-0018,CUST-0005,2026-05-01 12:02:58.929307,data_ingestion,Analytics,141
EVT-0005-0019,CUST-0005,2026-03-28 05:07:50.234808,data_ingestion,AI Workloads,372
EVT-0005-0020,CUST-0005,2026-02-12 05:15:07.082587,pipeline_execution,Data Warehousing,470
EVT-0005-0021,CUST-0005,2026-02-21 17:19:44.003337,dashboard_query,Data Warehousing,225
EVT-0005-0022,CUST-0005,2026-04-05 20:55:26.190173,dashboard_query,Data Engineering,395
EVT-0005-0023,CUST-0005,2026-03-14 11:03:03.428117,pipeline_execution,Machine Learning,458
EVT-0005-0024,CUST-0005,2026-02-16 19:43:30.040439,pipeline_execution,Analytics,453
EVT-0005-0025,CUST-0005,2026-04-01 14:38:16.164844,data_ingestion,AI Workloads,380
EVT-0005-0026,CUST-0005,2026-03-24 13:10:24.835167,pipeline_execution,Data Engineering,196
EVT-0005-0027,CUST-0005,2026-04-03 16:50:43.618198,login,Data Engineering,142
EVT-0005-0028,CUST-0005,2026-04-04 12:48:11.261184,dashboard_query,Data Engineering,172
EVT-0005-0029,CUST-0005,2026-02-27 10:53:17.009490,login,Data Engineering,68
EVT-0005-0030,CUST-0005,2026-03-20 16:09:08.140480,dashboard_query,AI Workloads,255
EVT-0005-0031,CUST-0005,2026-04-30 13:28:54.137311,dashboard_query,AI Workloads,217
EVT-0005-0032,CUST-0005,2026-02-24 15:00:09.413973,ai_model_run,Data Engineering,85
EVT-0005-0033,CUST-0005,2026-03-28 09:57:26.858616,data_ingestion,Machine Learning,257
EVT-0005-0034,CUST-0005,2026-05-07 14:25:57.320763,login,Analytics,348
EVT-0005-0035,CUST-0005,2026-02-26 00:45:47.652612,pipeline_execution,AI Workloads,209
EVT-0005-0036,CUST-0005,2026-03-16 23:30:53.179011,dashboard_query,AI Workloads,123
EVT-0005-0037,CUST-0005,2026-03-04 18:51:17.063610,pipeline_execution,AI Workloads,20
EVT-0006-0000,CUST-0006,2026-03-05 19:53:36.758998,data_ingestion,Data Warehousing,227
EVT-0006-0001,CUST-0006,2026-03-26 18:17:23.127533,login,Data Warehousing,242
EVT-0006-0002,CUST-0006,2026-04-25 15:03:38.535570,dashboard_query,Data Engineering,257
EVT-0006-0003,CUST-0006,2026-05-04 20:59:59.529658,pipeline_execution,Data Warehousing,168
EVT-0006-0004,CUST-0006,2026-03-01 19:43:22.150202,pipeline_execution,Analytics,180
EVT-0006-0005,CUST-0006,2026-03-06 22:08:52.479715,pipeline_execution,Data Engineering,404
EVT-0006-0006,CUST-0006,2026-04-12 12:02:06.944112,login,Analytics,66
EVT-0006-0007,CUST-0006,2026-04-26 18:42:29.470035,data_ingestion,Data Engineering,331
EVT-0006-0008,CUST-0006,2026-04-24 05:08:38.388222,ai_model_run,Data Warehousing,357
EVT-0006-0009,CUST-0006,2026-03-25 08:49:48.277535,ai_model_run,Machine Learning,398
EVT-0006-0010,CUST-0006,2026-03-31 13:01:22.935512,ai_model_run,Data Engineering,120
EVT-0006-0011,CUST-0006,2026-03-04 07:04:33.748996,dashboard_query,Machine Learning,130
EVT-0006-0012,CUST-0006,2026-04-19 09:50:33.440800,ai_model_run,Analytics,302
EVT-0006-0013,CUST-0006,2026-04-10 06:37:20.235889,ai_model_run,Analytics,332
EVT-0006-0014,CUST-0006,2026-03-11 14:18:53.111084,dashboard_query,AI Workloads,370
EVT-0006-0015,CUST-0006,2026-04-03 20:28:15.745247,data_ingestion,Analytics,291
EVT-0006-0016,CUST-0006,2026-04-14 05:15:38.330401,ai_model_run,Analytics,480
EVT-0006-0017,CUST-0006,2026-03-02 10:18:34.084188,pipeline_execution,Analytics,55
EVT-0006-0018,CUST-0006,2026-04-21 10:54:07.550440,ai_model_run,Data Warehousing,267
EVT-0006-0019,CUST-0006,2026-05-09 16:39:48.630905,login,Machine Learning,108
EVT-0006-0020,CUST-0006,2026-04-03 06:18:39.758778,pipeline_execution,Analytics,287
EVT-0006-0021,CUST-0006,2026-02-27 20:20:52.679596,login,AI Workloads,289
EVT-0006-0022,CUST-0006,2026-03-01 21:41:17.192194,data_ingestion,AI Workloads,235
EVT-0006-0023,CUST-0006,2026-02-25 06:50:45.373892,pipeline_execution,Data Engineering,477
EVT-0006-0024,CUST-0006,2026-03-06 21:53:47.858910,pipeline_execution,Machine Learning,362
EVT-0006-0025,CUST-0006,2026-03-21 21:24:24.596584,pipeline_execution,Data Engineering,331
EVT-0006-0026,CUST-0006,2026-03-06 01:42:20.494601,data_ingestion,Data Warehousing,216
EVT-0006-0027,CUST-0006,2026-03-19 13:02:58.522398,data_ingestion,Data Engineering,236
EVT-0006-0028,CUST-0006,2026-04-21 23:38:02.064517,pipeline_execution,AI Workloads,495
EVT-0006-0029,CUST-0006,2026-02-14 02:33:45.205962,dashboard_query,Data Warehousing,285
EVT-0006-0030,CUST-0006,2026-04-27 04:17:21.578347,dashboard_query,Machine Learning,2
EVT-0006-0031,CUST-0006,2026-04-30 23:46:11.049337,ai_model_run,Data Warehousing,458
EVT-0006-0032,CUST-0006,2026-03-17 14:17:17.160214,pipeline_execution,Data Engineering,264
EVT-0006-0033,CUST-0006,2026-02-15 19:06:05.819115,dashboard_query,Data Engineering,312
EVT-0006-0034,CUST-0006,2026-02-14 00:09:55.082533,login,Analytics,191
EVT-0006-0035,CUST-0006,2026-04-14 18:24:08.565733,pipeline_execution,AI Workloads,122
EVT-0006-0036,CUST-0006,2026-04-27 17:16:46.960290,ai_model_run,AI Workloads,244
EVT-0006-0037,CUST-0006,2026-05-09 16:21:19.356137,login,AI Workloads,328
EVT-0006-0038,CUST-0006,2026-03-05 09:12:02.770341,login,Data Engineering,76
EVT-0006-0039,CUST-0006,2026-03-25 01:12:35.152094,dashboard_query,AI Workloads,356
EVT-0006-0040,CUST-0006,2026-04-10 13:26:44.841459,ai_model_run,Analytics,307
EVT-0006-0041,CUST-0006,2026-04-24 10:03:04.009659,pipeline_execution,Data Warehousing,366
EVT-0006-0042,CUST-0006,2026-02-13 21:18:10.900697,ai_model_run,Data Warehousing,484
EVT-0006-0043,CUST-0006,2026-04-17 14:10:30.238084,pipeline_execution,Data Warehousing,16
EVT-0006-0044,CUST-0006,2026-03-17 09:31:06.825536,pipeline_execution,Data Warehousing,94
EVT-0006-0045,CUST-0006,2026-03-26 00:59:22.645372,ai_model_run,Machine Learning,353
EVT-0006-0046,CUST-0006,2026-02-12 23:01:41.013146,dashboard_query,AI Workloads,428
EVT-0006-0047,CUST-0006,2026-04-21 15:39:39.668130,pipeline_execution,Analytics,407
EVT-0006-0048,CUST-0006,2026-02-26 03:36:09.693894,login,Data Engineering,326
EVT-0006-0049,CUST-0006,2026-03-16 10:30:23.235291,dashboard_query,AI Workloads,389
EVT-0006-0050,CUST-0006,2026-03-05 07:19:04.739860,login,Machine Learning,155
EVT-0006-0051,CUST-0006,2026-04-13 21:17:44.612764,ai_model_run,Data Engineering,450
EVT-0006-0052,CUST-0006,2026-05-05 21:48:06.567422,dashboard_query,Machine Learning,262
EVT-0006-0053,CUST-0006,2026-04-09 23:58:53.611060,ai_model_run,Analytics,258
EVT-0006-0054,CUST-0006,2026-05-11 03:28:59.641496,data_ingestion,AI Workloads,477
EVT-0006-0055,CUST-0006,2026-02-13 08:04:46.636398,dashboard_query,AI Workloads,1
EVT-0006-0056,CUST-0006,2026-03-12 06:49:29.132697,pipeline_execution,AI Workloads,62
EVT-0006-0057,CUST-0006,2026-03-13 19:33:03.725290,pipeline_execution,AI Workloads,7
EVT-0006-0058,CUST-0006,2026-05-04 16:43:35.221370,pipeline_execution,Data Engineering,368
EVT-0006-0059,CUST-0006,2026-03-01 06:52:51.348951,dashboard_query,Analytics,137
EVT-0007-0000,CUST-0007,2026-03-17 06:51:11.943898,login,Analytics,429
EVT-0007-0001,CUST-0007,2026-03-30 22:37:38.000455,login,AI Workloads,326
EVT-0007-0002,CUST-0007,2026-03-02 11:41:17.331497,pipeline_execution,Data Engineering,295
EVT-0007-0003,CUST-0007,2026-03-05 01:06:39.021428,ai_model_run,AI Workloads,267
EVT-0007-0004,CUST-0007,2026-04-02 04:27:52.058730,pipeline_execution,Analytics,333
EVT-0007-0005,CUST-0007,2026-04-02 01:59:44.651819,pipeline_execution,Data Warehousing,383
EVT-0007-0006,CUST-0007,2026-02-27 04:31:38.864893,data_ingestion,Data Engineering,10
EVT-0007-0007,CUST-0007,2026-04-01 07:42:50.121768,dashboard_query,Data Engineering,184
EVT-0007-0008,CUST-0007,2026-02-27 03:43:42.476658,login,Data Engineering,363
EVT-0007-0009,CUST-0007,2026-04-04 10:14:38.910767,ai_model_run,Analytics,9
EVT-0007-0010,CUST-0007,2026-04-08 17:34:04.324275,login,Analytics,495
EVT-0007-0011,CUST-0007,2026-03-24 12:19:15.617184,data_ingestion,Analytics,25
EVT-0007-0012,CUST-0007,2026-02-12 21:56:22.700390,pipeline_execution,Analytics,459
EVT-0007-0013,CUST-0007,2026-05-07 23:07:27.601949,ai_model_run,Analytics,213
EVT-0007-0014,CUST-0007,2026-03-25 22:44:34.149130,data_ingestion,Data Engineering,107
EVT-0007-0015,CUST-0007,2026-04-14 10:19:37.634105,login,Machine Learning,108
EVT-0007-0016,CUST-0007,2026-04-26 07:34:28.833622,data_ingestion,Data Warehousing,149
EVT-0007-0017,CUST-0007,2026-03-21 06:03:55.539442,dashboard_query,AI Workloads,483
EVT-0007-0018,CUST-0007,2026-03-21 09:30:07.584179,pipeline_execution,Machine Learning,399
EVT-0007-0019,CUST-0007,2026-04-23 11:33:37.716074,data_ingestion,AI Workloads,99
EVT-0007-0020,CUST-0007,2026-02-26 09:46:22.765400,dashboard_query,Machine Learning,251
EVT-0007-0021,CUST-0007,2026-03-02 03:09:53.484661,ai_model_run,Analytics,272
EVT-0007-0022,CUST-0007,2026-02-24 08:39:10.763142,login,Data Warehousing,238
EVT-0007-0023,CUST-0007,2026-02-26 05:21:56.303167,data_ingestion,Analytics,40
EVT-0007-0024,CUST-0007,2026-04-04 05:32:12.900999,ai_model_run,Data Warehousing,309
EVT-0007-0025,CUST-0007,2026-04-10 00:30:45.835146,login,Data Warehousing,109
EVT-0007-0026,CUST-0007,2026-03-02 11:59:22.464923,pipeline_execution,Machine Learning,337
EVT-0007-0027,CUST-0007,2026-04-18 17:02:00.870163,ai_model_run,Data Warehousing,452
EVT-0007-0028,CUST-0007,2026-04-17 01:56:35.319068,dashboard_query,AI Workloads,149
EVT-0007-0029,CUST-0007,2026-02-17 18:26:07.532317,ai_model_run,AI Workloads,258
EVT-0007-0030,CUST-0007,2026-02-11 07:40:31.484389,login,AI Workloads,81
EVT-0007-0031,CUST-0007,2026-03-25 05:31:12.242685,ai_model_run,Analytics,355
EVT-0007-0032,CUST-0007,2026-04-28 19:23:58.267352,login,Data Warehousing,437
EVT-0007-0033,CUST-0007,2026-04-14 16:18:51.616794,pipeline_execution,Machine Learning,259
EVT-0007-0034,CUST-0007,2026-04-06 18:28:08.877465,login,Machine Learning,458
EVT-0007-0035,CUST-0007,2026-03-19 17:29:15.569343,pipeline_execution,Analytics,389
EVT-0007-0036,CUST-0007,2026-03-10 11:41:07.882941,dashboard_query,Data Engineering,258
EVT-0007-0037,CUST-0007,2026-04-13 02:04:13.889145,login,Machine Learning,488
EVT-0007-0038,CUST-0007,2026-02-19 03:59:22.504726,data_ingestion,Machine Learning,476
EVT-0007-0039,CUST-0007,2026-04-17 16:54:34.438335,data_ingestion,AI Workloads,382
EVT-0007-0040,CUST-0007,2026-04-22 03:20:13.693982,dashboard_query,Machine Learning,202
EVT-0007-0041,CUST-0007,2026-02-19 20:52:45.272059,pipeline_execution,Analytics,422
